text_id,prompt_id,model,generated_text,reference_text,coherence,style,surprise,human_likeness,n_ratings,coherence_norm,style_norm,surprise_norm,human_likeness_norm,distinct_1,rep_uni,self_bleu,H_hum,Creatividad_C
17,2,flax-community/gpt-2-spanisH,"La puerta del faro se abrió una noche sin viento, con un sonido que no era de bisagra, sino de respiración. Nadie debía estar allí. El guardafaro dormía o soñaba, porque en el sueño la puerta también se abría, y al otro lado no había mar, sino una escalera que subía hacia abajo. La lámpara aún estaba encendida, pero no daba luz, solo sombra en forma de círculo. Bajó un paso y escuchó pasos detrás, aunque el suelo no era de madera. Afuera, el océano parecía mirarlo, quieto y grande, lleno de reflejos que no reflejaban nada.","La puerta del faro se abrió una noche sin viento. Nadie la había tocado, y sin embargo, los goznes emitieron un gemido largo, profundo, como si despertaran de un sueño de hierro. El guardafaro, el viejo Mauro, alzó la vista desde su escritorio, donde anotaba con pulso tembloroso el ritmo de las mareas. Afuera, el mar dormía; ni una ola rompía el silencio. Aquella quietud tan perfecta que parecía ajena al mundo lo llenó de una inquietud antigua, la que solo conocen los hombres que han vivido demasiado cerca del abismo. Avanzó hasta la puerta con la lámpara en alto. La luz danzaba en las paredes circulares, revelando inscripciones que creía haber pintado él mismo hacía décadas, aunque ahora parecían distintas: las letras torcidas, las fechas cambiadas, como si el tiempo hubiera jugado con ellas. ¿Quién anda ahí? murmuró, pero su voz se perdió en la piedra. Al asomarse, vio una figura en el umbral: alta, desdibujada, envuelta en un brillo que no era luz ni sombra. Llevaba en la mano una linterna antigua, idéntica a la suya. Tu turno ha terminado, Mauro dijo una voz que sonó como un eco venido del fondo del mar. El viejo quiso responder, pero el faro entero pareció inclinarse. La llama de su lámpara se apagó, y una bruma densa invadió la torre. Cuando los pescadores subieron al amanecer, hallaron la puerta abierta y la linterna encendida. Nadie volvió a ver al guardafaro, pero desde aquella noche el faro brilla incluso en los días sin niebla.",2.5,3.0,2.0,0.5,2,0.375,0.5,0.25,0.5,0.7731958762886598,0.22680412371134018,0.03171397175784174,0.40625,0.38017622015939906
18,2,flax-community/gpt-2-spanisH,"La puerta del faro se abrió una noche sin viento, con un sonido que no era de bisagra, sino de respiración. Nadie debía estar allí. El guardafaro dormía o soñaba, porque en el sueño la puerta también se abría, y al otro lado no había mar, sino una escalera que subía hacia abajo. La lámpara aún estaba encendida, pero no daba luz, solo sombra en forma de círculo. Bajó un paso y escuchó pasos detrás, aunque el suelo no era de madera. Afuera, el océano parecía mirarlo, quieto y grande, lleno de reflejos que no reflejaban nada.","La puerta del faro se abrió una noche sin viento. Nadie la había tocado, y sin embargo, los goznes emitieron un gemido largo, profundo, como si despertaran de un sueño de hierro. El guardafaro, el viejo Mauro, alzó la vista desde su escritorio, donde anotaba con pulso tembloroso el ritmo de las mareas. Afuera, el mar dormía; ni una ola rompía el silencio. Aquella quietud tan perfecta que parecía ajena al mundo lo llenó de una inquietud antigua, la que solo conocen los hombres que han vivido demasiado cerca del abismo. Avanzó hasta la puerta con la lámpara en alto. La luz danzaba en las paredes circulares, revelando inscripciones que creía haber pintado él mismo hacía décadas, aunque ahora parecían distintas: las letras torcidas, las fechas cambiadas, como si el tiempo hubiera jugado con ellas. ¿Quién anda ahí? murmuró, pero su voz se perdió en la piedra. Al asomarse, vio una figura en el umbral: alta, desdibujada, envuelta en un brillo que no era luz ni sombra. Llevaba en la mano una linterna antigua, idéntica a la suya. Tu turno ha terminado, Mauro dijo una voz que sonó como un eco venido del fondo del mar. El viejo quiso responder, pero el faro entero pareció inclinarse. La llama de su lámpara se apagó, y una bruma densa invadió la torre. Cuando los pescadores subieron al amanecer, hallaron la puerta abierta y la linterna encendida. Nadie volvió a ver al guardafaro, pero desde aquella noche el faro brilla incluso en los días sin niebla.",1.5,3.5,2.5,0.0,2,0.125,0.625,0.375,0.0,0.7731958762886598,0.22680412371134018,0.03171397175784174,0.28125,0.22151707338646634
19,2,humano,"La puerta del faro se abrió una noche sin viento. El viejo farero, Elías, se encontraba puliendo el lente de la gran linterna, ajeno a cualquier sonido que no fuera el crujido de la madera bajo sus pies. Pero un golpe seco lo sacó de su trance. Miró hacia la escalera de caracol y vio la puerta de hierro, pesada y antigua, abierta de par en par. La oscuridad de la noche se filtraba por el hueco, no había luna ni estrellas, solo una negrura absoluta. Con el corazón en un puño, Elías bajó las escaleras con cautela. La puerta no podía haberse abierto sola; el pestillo de hierro forjado estaba atorado desde hacía décadas. A través del umbral, el farero no vio el usual oleaje golpeando los acantilados. En su lugar, el aire olía a tierra húmeda y musgo, y un silencio inquietante había reemplazado el rugir constante del mar. Un sendero de piedras brillantes, que no estaba allí antes, se extendía hacia la oscuridad, como un camino de estrellas caídas. Elías dudó. Su trabajo era iluminar el camino de los barcos, no seguir uno que nacía de la nada. Sin embargo, su curiosidad pudo más. Dejó su lámpara en el suelo y, con pasos inseguros, se aventuró al otro lado de la puerta, adentrándose en una noche que no pertenecía al mundo que conocía.",,5.0,4.5,3.5,1.0,2,1.0,0.875,0.625,1.0,0.668141592920354,0.331858407079646,0.08461840872010135,0.875,0.8520475571940328
20,2,humano,"La puerta del faro se abrió una noche sin viento. El viejo farero, Elías, se encontraba puliendo el lente de la gran linterna, ajeno a cualquier sonido que no fuera el crujido de la madera bajo sus pies. Pero un golpe seco lo sacó de su trance. Miró hacia la escalera de caracol y vio la puerta de hierro, pesada y antigua, abierta de par en par. La oscuridad de la noche se filtraba por el hueco, no había luna ni estrellas, solo una negrura absoluta. Con el corazón en un puño, Elías bajó las escaleras con cautela. La puerta no podía haberse abierto sola; el pestillo de hierro forjado estaba atorado desde hacía décadas. A través del umbral, el farero no vio el usual oleaje golpeando los acantilados. En su lugar, el aire olía a tierra húmeda y musgo, y un silencio inquietante había reemplazado el rugir constante del mar. Un sendero de piedras brillantes, que no estaba allí antes, se extendía hacia la oscuridad, como un camino de estrellas caídas. Elías dudó. Su trabajo era iluminar el camino de los barcos, no seguir uno que nacía de la nada. Sin embargo, su curiosidad pudo más. Dejó su lámpara en el suelo y, con pasos inseguros, se aventuró al otro lado de la puerta, adentrándose en una noche que no pertenecía al mundo que conocía.",,4.5,4.0,5.0,0.5,2,0.875,0.75,1.0,0.5,0.668141592920354,0.331858407079646,0.08461840872010135,0.78125,0.7556978625447787
21,3,ChatGPT,"Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre lianas que se enroscaban como serpientes dormidas, y hojas que, al rozar sus hombros, desprendían un perfume húmedo y terroso, mezcla de vida reciente y de descomposición antigua. La luz, pálida y vacilante, se filtraba entre los troncos enormes, dibujando fantasmas sobre la neblina que ascendía del suelo. Cada paso era un acto de fe: el barro tragaba sus botas y los insectos zumbaban con una intensidad casi ritual, componiendo un coro invisible que parecía marcar el compás de la búsqueda. Uno de ellos, el mayor, murmuró con voz queda, como si temiera despertar algo dormido: No es solo luz es un nombre que nos llama. De repente, la claridad temblorosa se detuvo sobre un claro. Allí, entre raíces que parecían formar un trono natural, apareció una figura etérea: un niño de ojos luminosos que no tocaba el suelo, envuelto en vapores que olían a flor marchita y a lluvia distante. Su mirada se cruzó con la de los viajeros, y en un instante se sintió el peso de siglos, la memoria de selvas que habían presenciado mil amaneceres y mil secretos. La luz se desvaneció, pero el eco de su fulgor quedó tatuado en la pupila de los hombres. Supieron, sin palabras, que habían seguido algo que no pertenecía a este mundo, y que la selva, con su húmeda y densa majestuosidad, guardaba para ellos un misterio demasiado vasto para comprender, pero imposible de olvidar.","Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre raíces enroscadas y árboles tan altos que ocultaban las estrellas, guiados por aquel resplandor que temblaba a lo lejos, como un farol suspendido en el aire. Habían partido al amanecer desde el caserío de San Bartolo, donde los ancianos hablaban de un fuego errante que mostraba el camino a los elegidos o a los condenados, según quién lo siguiera. El primero, don Ricardo, era un naturalista empeñado en hallar la flor que florece solo una vez cada siglo; el segundo, un soldado retirado que buscaba redención en tierras donde nadie lo conociera; y la tercera, una mujer silenciosa que no dijo nunca su nombre, pero que, al caer la noche, susurraba oraciones en una lengua que ninguno comprendía. La luz los guiaba, ora cerca, ora distante, sin dejar nunca de palpitar. Al llegar a un claro donde el aire olía a tierra nueva, se detuvo sobre un estanque inmóvil. El reflejo mostraba tres figuras distintas: no las de los viajeros, sino las de quienes habían sido antes de llegar allí, jóvenes y llenos de esperanza. Don Ricardo cayó de rodillas, comprendiendo que el fuego los había traído al sitio donde termina toda búsqueda. A la mañana siguiente, los cazadores hallaron el claro vacío, salvo por tres huellas en el barro y una brizna luminosa que se apagó al tocar el sol. Desde entonces, dicen que hay noches en que tres sombras caminan juntas, persiguiendo una luz que ya no existe.",5.0,4.0,4.5,1.0,2,1.0,0.75,0.875,1.0,0.652,0.348,0.1277601583126541,0.90625,0.8613104683374693
22,3,ChatGPT,"Tres viajeros perseguían una luz que solo ellos veían en la selva. La espesura se cerraba a su alrededor como un manto de sombras vivientes, y cada rama que se quebraba bajo sus pies parecía un suspiro del mundo secreto que habitaba aquel lugar. La luz danzaba entre los troncos y las hojas húmedas, una chispa temblorosa que no quemaba pero que llamaba con la insistencia de un canto antiguo. El primero, un hombre de rostro curtido por los soles de innumerables jornadas, avanzaba con la mirada fija, como si cada centímetro de aquel suelo enmarañado le resultara familiar en un sueño olvidado. La segunda, joven y de cabellos oscuros que absorbían la noche, extendía la mano como para tocar la luz, pero ésta se escurría entre sus dedos con un susurro que sabía a secretos. El tercero, alto y silencioso, apenas respiraba, atento al roce de las hojas, al canto distante de los pájaros nocturnos, como si temiera romper la hechicería que los rodeaba. De pronto, la luz se detuvo sobre un claro diminuto, donde un círculo de piedras antiguas se levantaba entre raíces nudosas. Allí, la claridad parecía poseer un pulso propio, una vida latente que llenaba la selva con un murmullo que no era viento ni agua, sino una música ancestral, hecha de ecos y recuerdos olvidados. Los tres se detuvieron, atrapados por la sensación de haber llegado a un umbral que no debían cruzar sin contemplar primero lo que el corazón de la selva estaba dispuesto a revelar.","Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre raíces enroscadas y árboles tan altos que ocultaban las estrellas, guiados por aquel resplandor que temblaba a lo lejos, como un farol suspendido en el aire. Habían partido al amanecer desde el caserío de San Bartolo, donde los ancianos hablaban de un fuego errante que mostraba el camino a los elegidos o a los condenados, según quién lo siguiera. El primero, don Ricardo, era un naturalista empeñado en hallar la flor que florece solo una vez cada siglo; el segundo, un soldado retirado que buscaba redención en tierras donde nadie lo conociera; y la tercera, una mujer silenciosa que no dijo nunca su nombre, pero que, al caer la noche, susurraba oraciones en una lengua que ninguno comprendía. La luz los guiaba, ora cerca, ora distante, sin dejar nunca de palpitar. Al llegar a un claro donde el aire olía a tierra nueva, se detuvo sobre un estanque inmóvil. El reflejo mostraba tres figuras distintas: no las de los viajeros, sino las de quienes habían sido antes de llegar allí, jóvenes y llenos de esperanza. Don Ricardo cayó de rodillas, comprendiendo que el fuego los había traído al sitio donde termina toda búsqueda. A la mañana siguiente, los cazadores hallaron el claro vacío, salvo por tres huellas en el barro y una brizna luminosa que se apagó al tocar el sol. Desde entonces, dicen que hay noches en que tres sombras caminan juntas, persiguiendo una luz que ya no existe.",3.5,2.5,3.0,0.5,2,0.625,0.375,0.5,0.5,0.6507936507936508,0.3492063492063492,0.12774581881660999,0.5,0.4950436774098285
23,3,DeepSeek-V3,"Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre lianas que se retorcían como serpientes dormidas y el rumor de bestias invisibles que escrutaban su paso. Don Álvaro, el más anciano, alzaba su linterna de aceite, cuya flama palidecía ante el destello esmeralda que huía entre los follajes. Tras él, el joven Esteban, con la respiración entrecortada y la camisa pegada al pecho por el sudor, empuñaba un machete que cortaba la espesura con un susurro áspero. Doña Clara, entre ambos, avanzaba con una determinación febril, sus ojos fijos en el fulgor esquivo que les guiaba hacia el corazón de la noche vegetal. La luz danzaba, burlona, posándose por instantes en las flores de pétalos carnosos que exhalaban un aroma embriagador, mezcla de canela y podredumbre. De pronto, se elevó como un fuego fatuo y se posó sobre la rama nudosa de un ceibo milenario. Allí, parpadeó tres veces con una intensidad dolorosa y se apagó. La oscuridad fue entonces absoluta, rota solo por el tembloroso círculo de la linterna. Un silencio profundo cayó sobre la selva. Y en ese silencio, comenzaron a abrirse, uno tras otro, pares de ojos dorados en la penumbra, círculos luminosos que los observaban desde la negrura, mientras una voz susurrada, hecha de eco y de sombra, musitó entre las hojas: ""¿Por qué nos habéis convocado?""","Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre raíces enroscadas y árboles tan altos que ocultaban las estrellas, guiados por aquel resplandor que temblaba a lo lejos, como un farol suspendido en el aire. Habían partido al amanecer desde el caserío de San Bartolo, donde los ancianos hablaban de un fuego errante que mostraba el camino a los elegidos o a los condenados, según quién lo siguiera. El primero, don Ricardo, era un naturalista empeñado en hallar la flor que florece solo una vez cada siglo; el segundo, un soldado retirado que buscaba redención en tierras donde nadie lo conociera; y la tercera, una mujer silenciosa que no dijo nunca su nombre, pero que, al caer la noche, susurraba oraciones en una lengua que ninguno comprendía. La luz los guiaba, ora cerca, ora distante, sin dejar nunca de palpitar. Al llegar a un claro donde el aire olía a tierra nueva, se detuvo sobre un estanque inmóvil. El reflejo mostraba tres figuras distintas: no las de los viajeros, sino las de quienes habían sido antes de llegar allí, jóvenes y llenos de esperanza. Don Ricardo cayó de rodillas, comprendiendo que el fuego los había traído al sitio donde termina toda búsqueda. A la mañana siguiente, los cazadores hallaron el claro vacío, salvo por tres huellas en el barro y una brizna luminosa que se apagó al tocar el sol. Desde entonces, dicen que hay noches en que tres sombras caminan juntas, persiguiendo una luz que ya no existe.",4.5,5.0,3.5,0.0,2,0.875,1.0,0.625,0.0,0.6946902654867256,0.30530973451327437,0.12732747295543764,0.625,0.6501457895779311
24,3,DeepSeek-V3,"Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre lianas que se cerraban a su paso como dedos ansiosos, y el rumor de sus pisadas sobre la hojarasca húmeda era el único sonido que quebraba el denso silencio. Don Álvaro, el más anciano, guiaba el paso con una fe ciega, sus ojos fijos en aquel destello escurridizo que danzaba entre los troncos como una luciérnaga divina. Tras él, el joven Esteban, con el corazón brincándole en el pecho, empujaba las ramas con impaciencia, cegado por la promesa de gloria. Último, y con el alma cargada de dudas, el doctor Sempere escuchaba cómo la selva contenía el aliento, cómo los insectos callaban su zumbido a su paso y las sombras se alargaban de modo antinatural. La luz, de pronto, se detuvo. Flotaba sobre un claro donde el aire olía a flor podrida y tierra revuelta. No alumbraba, sino que absorbía la claridad de la luna, un vacío brillante que hipnotizaba. Don Álvaro alzó una mano temblorosa, Esteban contuvo la respiración. Y entonces, la luz se expandió. No con un estallido, sino con un suspiro profundo, envolviéndoles en una claridad fría que no proyectaba sombra. No sintieron ardor, ni éxtasis, sino un frío infinito que les calaba los huesos y una voz que no sonaba en los oídos, sino en la memoria, susurrándoles la pregunta que cada uno llevaba grabada en lo más hondo de su ser.","Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre raíces enroscadas y árboles tan altos que ocultaban las estrellas, guiados por aquel resplandor que temblaba a lo lejos, como un farol suspendido en el aire. Habían partido al amanecer desde el caserío de San Bartolo, donde los ancianos hablaban de un fuego errante que mostraba el camino a los elegidos o a los condenados, según quién lo siguiera. El primero, don Ricardo, era un naturalista empeñado en hallar la flor que florece solo una vez cada siglo; el segundo, un soldado retirado que buscaba redención en tierras donde nadie lo conociera; y la tercera, una mujer silenciosa que no dijo nunca su nombre, pero que, al caer la noche, susurraba oraciones en una lengua que ninguno comprendía. La luz los guiaba, ora cerca, ora distante, sin dejar nunca de palpitar. Al llegar a un claro donde el aire olía a tierra nueva, se detuvo sobre un estanque inmóvil. El reflejo mostraba tres figuras distintas: no las de los viajeros, sino las de quienes habían sido antes de llegar allí, jóvenes y llenos de esperanza. Don Ricardo cayó de rodillas, comprendiendo que el fuego los había traído al sitio donde termina toda búsqueda. A la mañana siguiente, los cazadores hallaron el claro vacío, salvo por tres huellas en el barro y una brizna luminosa que se apagó al tocar el sol. Desde entonces, dicen que hay noches en que tres sombras caminan juntas, persiguiendo una luz que ya no existe.",3.5,4.0,3.0,0.0,2,0.625,0.75,0.5,0.0,0.6333333333333333,0.3666666666666667,0.1302058979396169,0.46875,0.4727867627575479
25,3,Grok 4,"Tres viajeros perseguían una luz que solo ellos veían en la selva, un fulgor esquivo que danzaba entre los ramajes como un espíritu errante. La fronda, densa y palpitante, exhalaba un aliento húmedo, cargado de aromas a musgo y tierra removida, mientras el canto de insectos nocturnos tejía una sinfonía inquietante. Don Lope, de barba encanecida y ojos febriles, encabezaba la marcha, empuñando un machete que relucía bajo la luna menguante. Tras él, la joven Clara, de rostro pálido como un lirio, aferraba un rosario, y el indio Tlacuache, silencioso, leía en las sombras presagios de antiguos dioses. La luz, ora un destello dorado, ora un susurro de esmeralda, los guiaba por senderos que la selva parecía abrir y cerrar a su antojo, como si el bosque mismo conspirara. «Es el fuego de Quetzalcóatl, o un engaño de los demonios», murmuró Tlacuache, señalando una enredadera que, al apartarla, reveló una estela de piedra cubierta de glifos olvidados. Don Lope, con el corazón galopante, descifró un nombre: Xibalba, el reino de los muertos. Un rumor de pasos quebró el silencio, y del follaje emergió una figura envuelta en harapos, con ojos que brillaban como la luz que perseguían. «Buscáis el umbral del inframundo», dijo, tendiendo un amuleto de jade. «Mas solo uno cruzará, y su alma será el precio». Los viajeros, estremecidos, supieron que la selva guardaba un secreto más antiguo que sus propios destinos.","Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre raíces enroscadas y árboles tan altos que ocultaban las estrellas, guiados por aquel resplandor que temblaba a lo lejos, como un farol suspendido en el aire. Habían partido al amanecer desde el caserío de San Bartolo, donde los ancianos hablaban de un fuego errante que mostraba el camino a los elegidos o a los condenados, según quién lo siguiera. El primero, don Ricardo, era un naturalista empeñado en hallar la flor que florece solo una vez cada siglo; el segundo, un soldado retirado que buscaba redención en tierras donde nadie lo conociera; y la tercera, una mujer silenciosa que no dijo nunca su nombre, pero que, al caer la noche, susurraba oraciones en una lengua que ninguno comprendía. La luz los guiaba, ora cerca, ora distante, sin dejar nunca de palpitar. Al llegar a un claro donde el aire olía a tierra nueva, se detuvo sobre un estanque inmóvil. El reflejo mostraba tres figuras distintas: no las de los viajeros, sino las de quienes habían sido antes de llegar allí, jóvenes y llenos de esperanza. Don Ricardo cayó de rodillas, comprendiendo que el fuego los había traído al sitio donde termina toda búsqueda. A la mañana siguiente, los cazadores hallaron el claro vacío, salvo por tres huellas en el barro y una brizna luminosa que se apagó al tocar el sol. Desde entonces, dicen que hay noches en que tres sombras caminan juntas, persiguiendo una luz que ya no existe.",4.0,4.5,5.0,0.0,2,0.75,0.875,1.0,0.0,0.6794871794871795,0.3205128205128205,0.10287209065811703,0.65625,0.6375739940935903
26,3,Grok 4,"Tres viajeros perseguían una luz que solo ellos veían en la selva, un resplandor esquivo que danzaba entre los ramajes como un duende de fuego fatuo. La noche, densa cual manto de terciopelo, exhalaba aromas de musgo húmedo y flores nocturnas, mientras el rumor de hojas pisadas y el canto lejano de un búho tejían una sinfonía de misterio. Don Lope, de barba encanecida y ojos febriles, guiaba al grupo, aferrando un astrolabio antiguo que temblaba en sus manos como si presintiera un destino. Tras él, doña Inés, de rostro pálido y cabellos sueltos como hilos de luna, avanzaba con pasos quedos, sus dedos rozando el crucifijo que pendía de su cuello. El joven Diego, de mirada audaz y espada al cinto, cerraba la marcha, escudriñando las sombras donde los árboles parecían susurrar secretos olvidados. La luz, ora un destello dorado, ora un fulgor esmeralda, los atraía hacia un claro donde la selva se abría como un libro sagrado. Allí, bajo un dosel de lianas, hallaron una estela de piedra cubierta de glifos arcanos, palpitando con el mismo brillo que los había guiado. «Es el umbral de la ciudad perdida», murmuró Don Lope, mientras un viento súbito agitaba las copas. Sobre la estela, una inscripción en lengua ignota prometía tesoros y maldiciones. Los viajeros, con el alma suspendida entre el temor y la codicia, cruzaron una mirada: el sendero de la gloria se abría, mas el precio era un enigma que el destino aún no revelaba.","Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre raíces enroscadas y árboles tan altos que ocultaban las estrellas, guiados por aquel resplandor que temblaba a lo lejos, como un farol suspendido en el aire. Habían partido al amanecer desde el caserío de San Bartolo, donde los ancianos hablaban de un fuego errante que mostraba el camino a los elegidos o a los condenados, según quién lo siguiera. El primero, don Ricardo, era un naturalista empeñado en hallar la flor que florece solo una vez cada siglo; el segundo, un soldado retirado que buscaba redención en tierras donde nadie lo conociera; y la tercera, una mujer silenciosa que no dijo nunca su nombre, pero que, al caer la noche, susurraba oraciones en una lengua que ninguno comprendía. La luz los guiaba, ora cerca, ora distante, sin dejar nunca de palpitar. Al llegar a un claro donde el aire olía a tierra nueva, se detuvo sobre un estanque inmóvil. El reflejo mostraba tres figuras distintas: no las de los viajeros, sino las de quienes habían sido antes de llegar allí, jóvenes y llenos de esperanza. Don Ricardo cayó de rodillas, comprendiendo que el fuego los había traído al sitio donde termina toda búsqueda. A la mañana siguiente, los cazadores hallaron el claro vacío, salvo por tres huellas en el barro y una brizna luminosa que se apagó al tocar el sol. Desde entonces, dicen que hay noches en que tres sombras caminan juntas, persiguiendo una luz que ya no existe.",4.0,2.5,2.5,0.5,2,0.75,0.375,0.375,0.5,0.6869918699186992,0.3130081300813008,0.09593456496820714,0.5,0.5378964006206226
27,3,flax-community/gpt-2-spanisH,"Tres viajeros perseguían una luz que solo ellos veían en la selva. Caminaban sin rumbo, siguiendo el ruido de los árboles que respiraban. La luz parecía cerca y lejos, como si jugara con ellos. Uno dijo que era un fuego, otro que era una palabra, el tercero no dijo nada, porque ya no lo veía. El aire olía a fruta verde y a sueño. A veces, el suelo se movía, otras veces el cielo caía un poco más. Llegaron a un río que no tenía agua, sino reflejos. Cruzaron igual. Del otro lado, encontraron una fogata encendida y tres sombras sentadas, muy parecidas a ellos.","Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre raíces enroscadas y árboles tan altos que ocultaban las estrellas, guiados por aquel resplandor que temblaba a lo lejos, como un farol suspendido en el aire. Habían partido al amanecer desde el caserío de San Bartolo, donde los ancianos hablaban de un fuego errante que mostraba el camino a los elegidos o a los condenados, según quién lo siguiera. El primero, don Ricardo, era un naturalista empeñado en hallar la flor que florece solo una vez cada siglo; el segundo, un soldado retirado que buscaba redención en tierras donde nadie lo conociera; y la tercera, una mujer silenciosa que no dijo nunca su nombre, pero que, al caer la noche, susurraba oraciones en una lengua que ninguno comprendía. La luz los guiaba, ora cerca, ora distante, sin dejar nunca de palpitar. Al llegar a un claro donde el aire olía a tierra nueva, se detuvo sobre un estanque inmóvil. El reflejo mostraba tres figuras distintas: no las de los viajeros, sino las de quienes habían sido antes de llegar allí, jóvenes y llenos de esperanza. Don Ricardo cayó de rodillas, comprendiendo que el fuego los había traído al sitio donde termina toda búsqueda. A la mañana siguiente, los cazadores hallaron el claro vacío, salvo por tres huellas en el barro y una brizna luminosa que se apagó al tocar el sol. Desde entonces, dicen que hay noches en que tres sombras caminan juntas, persiguiendo una luz que ya no existe.",2.5,3.0,2.0,0.0,2,0.375,0.5,0.25,0.0,0.780952380952381,0.21904761904761905,0.04639075035519295,0.28125,0.298261765151932
28,3,flax-community/gpt-2-spanisH,"Tres viajeros perseguían una luz que solo ellos veían en la selva. Caminaban sin rumbo, siguiendo el ruido de los árboles que respiraban. La luz parecía cerca y lejos, como si jugara con ellos. Uno dijo que era un fuego, otro que era una palabra, el tercero no dijo nada, porque ya no lo veía. El aire olía a fruta verde y a sueño. A veces, el suelo se movía, otras veces el cielo caía un poco más. Llegaron a un río que no tenía agua, sino reflejos. Cruzaron igual. Del otro lado, encontraron una fogata encendida y tres sombras sentadas, muy parecidas a ellos.","Tres viajeros perseguían una luz que solo ellos veían en la selva. Avanzaban entre raíces enroscadas y árboles tan altos que ocultaban las estrellas, guiados por aquel resplandor que temblaba a lo lejos, como un farol suspendido en el aire. Habían partido al amanecer desde el caserío de San Bartolo, donde los ancianos hablaban de un fuego errante que mostraba el camino a los elegidos o a los condenados, según quién lo siguiera. El primero, don Ricardo, era un naturalista empeñado en hallar la flor que florece solo una vez cada siglo; el segundo, un soldado retirado que buscaba redención en tierras donde nadie lo conociera; y la tercera, una mujer silenciosa que no dijo nunca su nombre, pero que, al caer la noche, susurraba oraciones en una lengua que ninguno comprendía. La luz los guiaba, ora cerca, ora distante, sin dejar nunca de palpitar. Al llegar a un claro donde el aire olía a tierra nueva, se detuvo sobre un estanque inmóvil. El reflejo mostraba tres figuras distintas: no las de los viajeros, sino las de quienes habían sido antes de llegar allí, jóvenes y llenos de esperanza. Don Ricardo cayó de rodillas, comprendiendo que el fuego los había traído al sitio donde termina toda búsqueda. A la mañana siguiente, los cazadores hallaron el claro vacío, salvo por tres huellas en el barro y una brizna luminosa que se apagó al tocar el sol. Desde entonces, dicen que hay noches en que tres sombras caminan juntas, persiguiendo una luz que ya no existe.",1.5,3.5,2.5,0.5,2,0.125,0.625,0.375,0.5,0.780952380952381,0.21904761904761905,0.04639075035519295,0.40625,0.3025455883839773
29,3,humano,"Tres viajeros perseguían una luz que solo ellos veían en la selva. No era un fuego fatuo, ni un reflejo de la luna; era un resplandor suave y constante que se movía entre el denso follaje, como si una estrella hubiera caído a la tierra y estuviera buscando su camino de vuelta al cielo. Sus nombres eran Elara, la cartógrafa; Kael, el guía; y Ren, el místico. La luz los había encontrado de noche, flotando sobre una flor de loto que solo florecía bajo la luna. El aire se hizo pesado, cargado con el perfume de orquídeas que florecían en la oscuridad. El sonido de los grillos y las ranas se apagó, reemplazado por un silencio que hacía eco en sus oídos. El sendero, antes cubierto de raíces y enredaderas, se aclaró, y las hojas gigantes de los árboles parecían apartarse para dejarles el paso. La luz parpadeó y se detuvo frente a un árbol milenario de corteza plateada. Su tronco era tan ancho que los tres apenas podían abrazarlo, y de sus ramas colgaban lianas que brillaban con la misma luz. El místico, Ren, se arrodilló y tocó el árbol, sintiendo una vibración que parecía latir con un corazón propio. En ese instante, los tres viajeros supieron que no estaban persiguiendo una luz, sino que la luz los estaba guiando a ellos. El destino de la selva no era el final, sino apenas el comienzo.",,4.5,2.5,4.0,0.0,2,0.875,0.375,0.75,0.0,0.6313559322033898,0.3686440677966102,0.10356722707421014,0.5,0.5647412013637081
30,3,humano,"Tres viajeros perseguían una luz que solo ellos veían en la selva. No era un fuego fatuo, ni un reflejo de la luna; era un resplandor suave y constante que se movía entre el denso follaje, como si una estrella hubiera caído a la tierra y estuviera buscando su camino de vuelta al cielo. Sus nombres eran Elara, la cartógrafa; Kael, el guía; y Ren, el místico. La luz los había encontrado de noche, flotando sobre una flor de loto que solo florecía bajo la luna. El aire se hizo pesado, cargado con el perfume de orquídeas que florecían en la oscuridad. El sonido de los grillos y las ranas se apagó, reemplazado por un silencio que hacía eco en sus oídos. El sendero, antes cubierto de raíces y enredaderas, se aclaró, y las hojas gigantes de los árboles parecían apartarse para dejarles el paso. La luz parpadeó y se detuvo frente a un árbol milenario de corteza plateada. Su tronco era tan ancho que los tres apenas podían abrazarlo, y de sus ramas colgaban lianas que brillaban con la misma luz. El místico, Ren, se arrodilló y tocó el árbol, sintiendo una vibración que parecía latir con un corazón propio. En ese instante, los tres viajeros supieron que no estaban persiguiendo una luz, sino que la luz los estaba guiando a ellos. El destino de la selva no era el final, sino apenas el comienzo.",,4.5,3.5,2.5,0.5,2,0.875,0.625,0.375,0.5,0.6313559322033898,0.3686440677966102,0.10356722707421014,0.59375,0.6256787013637081
